site,estimate,agegroup,stage,sex,race,tt,PE,lci,uci,n_black
Breast,Model fit,75+,Distant,Female,Black,3.950000047683716,0.2534325287806863,0.2052575268906925,0.3129144524788965,
Breast,Model fit,75+,Distant,Female,Black,4.0,0.2509371973999766,0.202721423145229,0.3106207329347905,
Breast,Model fit,75+,Distant,Female,Black,4.050000190734863,0.2484909053856607,0.2002339476326264,0.3083779288648661,
Breast,Model fit,75+,Distant,Female,Black,4.099999904632568,0.24609174907707,0.1977933274289876,0.3061839838128736,
Breast,Model fit,75+,Distant,Female,Black,4.150000095367432,0.2437378413314391,0.19539780336232,0.30403686364248,
Breast,Model fit,75+,Distant,Female,Black,4.199999809265137,0.2414274770656965,0.1930457983310798,0.3019347076507874,
Breast,Model fit,75+,Distant,Female,Black,4.25,0.2391589483866735,0.1907357288150845,0.2998756601542191,
Breast,Model fit,75+,Distant,Female,Black,4.300000190734863,0.2369306950006687,0.1884661579471604,0.297858007214423,
Breast,Model fit,75+,Distant,Female,Black,4.349999904632568,0.234741231824993,0.1862357213989471,0.2958801109947891,
Breast,Model fit,75+,Distant,Female,Black,4.400000095367432,0.2325890838060538,0.1840430614430099,0.2939403500549311,
Breast,Model fit,75+,Distant,Female,Black,4.449999809265137,0.230472927194447,0.181886969909849,0.2920372481651893,
Breast,Model fit,75+,Distant,Female,Black,4.5,0.2283914215377589,0.1797662177533245,0.2901693214885122,
Breast,Model fit,75+,Distant,Female,Black,4.550000190734863,0.2263433482945487,0.1776796956683289,0.2883352041125725,
Breast,Model fit,75+,Distant,Female,Black,4.599999904632568,0.2243275455529843,0.1756263477191578,0.2865335887659463,
Breast,Model fit,75+,Distant,Female,Black,4.650000095367432,0.2223428486934258,0.1736051109916776,0.2847631736341999,
Breast,Model fit,75+,Distant,Female,Black,4.699999809265137,0.2203882213072336,0.1716150485718806,0.2830227797338082,
Breast,Model fit,75+,Distant,Female,Black,4.75,0.2184626009929047,0.169655192764683,0.281311212789003,
Breast,Model fit,75+,Distant,Female,Black,4.800000190734863,0.2165650279903962,0.1677246760718404,0.2796273777174714,
Breast,Model fit,75+,Distant,Female,Black,4.849999904632568,0.2146945856345296,0.165822670481723,0.2779702254636095,
Breast,Model fit,75+,Distant,Female,Black,4.900000095367432,0.2128503457680103,0.1639483319948884,0.2763387046534518,
Breast,Model fit,75+,Distant,Female,Black,4.949999809265137,0.2110314908407737,0.1621009247874134,0.274731869573748,
Breast,Model fit,75+,Distant,Female,Black,5.0,0.2092371711490677,0.1602796764385792,0.2731487532497063,
Breast,Model fit,75+,Distant,Female,White,0.0,1.0,1.0,1.0,
Breast,Model fit,75+,Distant,Female,White,0.0500000007450581,0.9604465201900289,0.953480660600888,0.9674632703759282,
Breast,Model fit,75+,Distant,Female,White,0.1000000014901161,0.9277048952247404,0.9182209398700962,0.9372868067523092,
Breast,Model fit,75+,Distant,Female,White,0.1500000059604645,0.899024630892581,0.887846922780132,0.910343062766572,
Breast,Model fit,75+,Distant,Female,White,0.2000000029802322,0.8732929899747289,0.8607792413359362,0.8859886597118417,
Breast,Model fit,75+,Distant,Female,White,0.25,0.8498687473959999,0.8362307602401087,0.8637291548484262,
Breast,Model fit,75+,Distant,Female,White,0.300000011920929,0.8283287188238563,0.8137180746959434,0.8432017031018418,
Breast,Model fit,75+,Distant,Female,White,0.3499999940395355,0.8083711737414978,0.7929086341465138,0.8241352488734026,
Breast,Model fit,75+,Distant,Female,White,0.4000000059604645,0.7897696988018269,0.7735569673553765,0.8063222276672746,
Breast,Model fit,75+,Distant,Female,White,0.449999988079071,0.7723481929942254,0.7554733081556907,0.7896000094003478,
Breast,Model fit,75+,Distant,Female,White,0.5,0.7559658255196606,0.7385060088838762,0.7738384285015114,
Breast,Model fit,75+,Distant,Female,White,0.550000011920929,0.7405075985674823,0.7225310024171574,0.7589314530473056,
Breast,Model fit,75+,Distant,Female,White,0.6000000238418579,0.7258779454767256,0.7074448726892937,0.7447913075213191,
Breast,Model fit,75+,Distant,Female,White,0.6499999761581421,0.7119963345919043,0.6931601817937583,0.731344346930679,
Breast,Model fit,75+,Distant,Female,White,0.699999988079071,0.6987940280175768,0.6796020593142371,0.7185279781020231,
Breast,Model fit,75+,Distant,Female,White,0.75,0.686211839084261,0.6667058498723669,0.7062885201765509,
Breast,Model fit,75+,Distant,Female,White,0.800000011920929,0.6741982997992525,0.654415194056775,0.694579452892055,
Breast,Model fit,75+,Distant,Female,White,0.8500000238418579,0.6627083209917555,0.6426806203758958,0.6833601399943247,
Breast,Model fit,75+,Distant,Female,White,0.8999999761581421,0.6517021450720824,0.6314584413363256,0.672594834574937,
Breast,Model fit,75+,Distant,Female,White,0.949999988079071,0.6411444538446001,0.6207098108426405,0.6622518341342958,
Breast,Model fit,75+,Distant,Female,White,1.0,0.6310037725716794,0.6104000871803112,0.6523029228894492,
Breast,Model fit,75+,Distant,Female,White,1.049999952316284,0.6212518806281069,0.6004982038722124,0.6427228203102029,
Breast,Model fit,75+,Distant,Female,White,1.100000023841858,0.6118633186090019,0.5909761440378295,0.6334887193606522,
Breast,Model fit,75+,Distant,Female,White,1.149999976158142,0.6028151410737216,0.5818086648965847,0.6245800659780857,
Breast,Model fit,75+,Distant,Female,White,1.200000047683716,0.5940864391659505,0.5729727918834767,0.6159781096074356,
Breast,Model fit,75+,Distant,Female,White,1.25,0.5856582524204332,0.5644477096118495,0.6076658347396284,
Breast,Model fit,75+,Distant,Female,White,1.299999952316284,0.5775132001600515,0.5562143715045204,0.5996276138226196,
Breast,Model fit,75+,Distant,Female,White,1.350000023841858,0.5696353586615035,0.5482553586944567,0.5918491022324056,
