site,sex,estimate,agegroup,estimate_percent,lower_percent,upper_percent
Breast,Female,pm,1,43.46918487548828,42.67173004150391,44.26663970947266
Breast,Female,tce,1,6.190655007958412,6.105270981788635,6.276039034128189
Breast,Female,tie,1,2.691027335822582,2.604613453149796,2.777441218495369
Breast,Female,pm,2,72.06082916259766,70.48322296142578,73.63843536376953
Breast,Female,tce,2,3.538837283849716,3.342557325959206,3.735116869211197
Breast,Female,tie,2,2.550115622580051,2.353156358003616,2.747074700891972
Colon,Female,pm,1,43.95183181762695,40.6021842956543,47.30147933959961
Colon,Female,tce,1,5.292839929461479,4.980000108480453,5.605679377913475
Colon,Female,tie,1,2.32630018144846,2.012217789888382,2.640382386744022
Colon,Female,pm,2,54.7747917175293,52.36896896362305,57.18061447143555
Colon,Female,tce,2,6.136114150285721,5.807178094983101,6.465049833059311
Colon,Female,tie,2,3.361043706536293,3.033564426004887,3.688522800803185
Colon,Male,pm,1,52.10648727416992,49.53992462158203,54.67304992675781
Colon,Male,tce,1,5.704864114522934,5.405814200639725,6.003914028406143
Colon,Male,tie,1,2.972604334354401,2.670785970985889,3.274422511458397
Colon,Male,pm,2,50.44263076782227,47.3217887878418,53.56347274780273
Colon,Male,tce,2,5.791961029171944,5.431851744651794,6.152069941163063
Colon,Male,tie,2,2.921617403626442,2.560541778802872,3.282693028450012
Corpus_and_uterus,Female,pm,1,45.82301712036133,44.99856948852539,46.64746475219727
Corpus_and_uterus,Female,tce,1,16.60286486148834,16.35662466287613,16.84910655021667
Corpus_and_uterus,Female,tie,1,7.607933878898621,7.358118891716003,7.857748121023178
Corpus_and_uterus,Female,pm,2,41.60159683227539,40.23604965209961,42.96714401245117
Corpus_and_uterus,Female,tce,2,18.8620001077652,18.42463761568069,19.29936110973358
Corpus_and_uterus,Female,tie,2,7.84689262509346,7.407844066619873,8.285941183567047
Lung_and_bronchus,Female,pm,1,58.7545166015625,55.84492874145508,61.66410446166992
Lung_and_bronchus,Female,tce,1,2.797622978687286,2.598866075277328,2.996379882097244
Lung_and_bronchus,Female,tie,1,1.643729954957962,1.446161977946758,1.841297745704651
Lung_and_bronchus,Female,pm,2,35.60935974121094,32.04360580444336,39.17511367797852
Lung_and_bronchus,Female,tce,2,3.419343754649162,3.226593509316444,3.61209437251091
Lung_and_bronchus,Female,tie,2,1.217606477439404,1.026751101016998,1.408461760729551
Lung_and_bronchus,Male,pm,1,86.44007110595703,85.26394653320313,87.61619567871094
Lung_and_bronchus,Male,tce,1,1.441068854182959,1.315814536064863,1.566323265433311
Lung_and_bronchus,Male,tie,1,1.245660893619061,1.121397875249386,1.369924005120993
Lung_and_bronchus,Male,pm,2,43.55460739135742,39.45853805541992,47.65067672729492
Lung_and_bronchus,Male,tce,2,1.75577811896801,1.625931076705456,1.885625347495079
Lung_and_bronchus,Male,tie,2,.7647222839295864,.6365689914673567,.8928756229579449
Oral_cavity_and_pharynx,Female,pm,1,49.01248931884766,46.24917984008789,51.77579879760742
Oral_cavity_and_pharynx,Female,tce,1,7.784999161958694,7.395064830780029,8.1749327480793
Oral_cavity_and_pharynx,Female,tie,1,3.815621882677078,3.409702330827713,4.221541434526443
Oral_cavity_and_pharynx,Female,pm,2,90.9989013671875,88.90654754638672,93.09125518798828
Oral_cavity_and_pharynx,Female,tce,2,4.671311378479004,3.856080025434494,5.486542731523514
Oral_cavity_and_pharynx,Female,tie,2,4.250841960310936,3.42278741300106,5.078896507620811
Oral_cavity_and_pharynx,Male,pm,1,26.71552085876465,25.12354469299316,28.30749702453613
Oral_cavity_and_pharynx,Male,tce,1,12.11691871285439,11.85867413878441,12.37516328692436
Oral_cavity_and_pharynx,Male,tie,1,3.237098082900047,2.975540235638618,3.498655557632446
Oral_cavity_and_pharynx,Male,pm,2,47.13417816162109,43.32550048828125,50.94285583496094
Oral_cavity_and_pharynx,Male,tce,2,6.899628043174744,6.409101188182831,7.390154153108597
Oral_cavity_and_pharynx,Male,tie,2,3.252082690596581,2.758651971817017,3.745513409376144
Ovary,Female,pm,1,19.78093338012695,16.7392463684082,22.8226203918457
Ovary,Female,tce,1,8.892664313316345,8.56158584356308,9.223742783069611
Ovary,Female,tie,1,1.759052090346813,1.424430310726166,2.093673869967461
Ovary,Female,pm,2,24.77002334594727,-8.595282554626465,58.13533020019531
Ovary,Female,tce,2,1.161267887800932,.7560045458376408,1.566531322896481
Ovary,Female,tie,2,.28764633461833,-.1164558227173984,.6917485035955906
Pancreas,Female,pm,1,2.852778196334839,-4.960102081298828,10.66565799713135
Pancreas,Female,tce,1,2.822490036487579,2.590172365307808,3.054807707667351
Pancreas,Female,tie,1,.0805193849373609,-.1464748289436102,.3075136104598641
Pancreas,Female,pm,2,3.283011674880981,-2.91108775138855,9.477110862731934
Pancreas,Female,tce,2,1.308007817715406,1.22125307098031,1.394762471318245
Pancreas,Female,tie,2,.0429420499131083,-.0394944654544815,.1253785565495491
Pancreas,Male,pm,1,10.43457126617432,5.748184204101563,15.12095832824707
Pancreas,Male,tce,1,3.730173036456108,3.528112545609474,3.932233527302742
Pancreas,Male,tie,1,.3892275504767895,.1929781981743872,.5854769144207239
Pancreas,Male,pm,2,26.38538551330566,16.75448799133301,36.01628494262695
Pancreas,Male,tce,2,.8390204049646854,.7309078238904476,.9471329860389233
Pancreas,Male,tie,2,.2213787520304322,.1164428074844182,.3263147082179785
Rectum,Female,pm,1,-51.41356658935547,-84.55254364013672,-18.27458763122559
Rectum,Female,tce,1,1.974590308964252,1.562597788870335,2.386582642793655
Rectum,Female,tie,1,-1.015207264572382,-1.425002235919237,-.6054123397916555
Rectum,Female,pm,2,15.93605804443359,2.344236850738525,29.52787971496582
Rectum,Female,tce,2,3.425300121307373,2.882985025644302,3.967614844441414
Rectum,Female,tie,2,.5458578001707792,-.0000262350852154,1.091741770505905
Rectum,Male,pm,1,45.05195236206055,38.79624557495117,51.30765914916992
Rectum,Male,tce,1,3.065448626875877,2.717025019228458,3.413872420787811
Rectum,Male,tie,1,1.381044462323189,1.032718736678362,1.729370281100273
Rectum,Male,pm,2,30.33502769470215,25.49664497375488,35.17340850830078
Rectum,Male,tce,2,7.494049519300461,6.973416358232498,8.014682680368423
Rectum,Male,tie,2,2.273322083055973,1.757153123617172,2.789491228759289
