site,sex,agegroup,estimate,tt,PE,lci,uci,n_black
Breast,Female,<55,AD,0,0,0,0,3924
Breast,Female,<55,AD,.050000001,2.317246218737631,2.232637882232666,2.401854753494263,3924
Breast,Female,<55,AD,.1,5.33250171794111,5.144162178039551,5.520841598510742,3924
Breast,Female,<55,AD,.15000001,8.583663371418051,8.288303375244141,8.879023551940918,3924
Breast,Female,<55,AD,.2,11.99218167660363,11.59005737304688,12.39430522918701,3924
Breast,Female,<55,AD,.25,15.53023616110257,15.02306175231934,16.03741073608398,3924
Breast,Female,<55,AD,.30000001,19.18304401995386,18.57320976257324,19.79287910461426,3924
Breast,Female,<55,AD,.34999999,22.93971488449941,22.22992706298828,23.64950370788574,3924
Breast,Female,<55,AD,.40000001,26.79054736337624,25.98364067077637,27.59745407104492,3924
Breast,Female,<55,AD,.44999999,30.72613341895973,29.82497215270996,31.62729454040527,3924
Breast,Female,<55,AD,.5,34.73709665822894,33.74451065063477,35.72967910766602,3924
Breast,Female,<55,AD,.55000001,38.81401159511756,37.7327766418457,39.89524841308594,3924
Breast,Female,<55,AD,.60000002,42.94743382439902,41.78023529052734,44.11463165283203,3924
Breast,Female,<55,AD,.64999998,47.12794978665232,45.87739181518555,48.37850952148438,3924
Breast,Female,<55,AD,.69999999,51.34626888571017,50.01486206054688,52.67767715454102,3924
Breast,Female,<55,AD,.75,55.59326978342342,54.18343353271484,57.00310516357422,3924
Breast,Female,<55,AD,.80000001,59.86009406148759,58.3741569519043,61.34603118896484,3924
Breast,Female,<55,AD,.85000002,64.13820843800551,62.57841491699219,65.697998046875,3924
Breast,Female,<55,AD,.89999998,68.4194576713053,66.7879638671875,70.05094909667969,3924
Breast,Female,<55,AD,.94999999,72.69613243004608,70.99501800537109,74.39724731445313,3924
Breast,Female,<55,AD,1,76.96097506891459,75.19223785400391,78.72971343994141,3924
Breast,Female,<55,AD,1.05,81.20571238505735,79.37130737304688,83.04011535644531,3924
Breast,Female,<55,AD,1.1,85.42546764633394,83.52725219726563,87.32368469238281,3924
Breast,Female,<55,AD,1.15,89.61448496971909,87.65424346923828,91.57472991943359,3924
Breast,Female,<55,AD,1.2,93.76756105376408,91.74700927734375,95.78811645507813,3924
Breast,Female,<55,AD,1.25,97.87995654564719,95.80075073242188,99.95915985107422,3924
Breast,Female,<55,AD,1.3,101.9474511321958,99.81118774414063,104.0837173461914,3924
Breast,Female,<55,AD,1.35,105.96629444305,103.7745056152344,108.1580810546875,3924
Breast,Female,<55,AD,1.4,109.9331554552344,107.6873245239258,112.1789855957031,3924
Breast,Female,<55,AD,1.45,113.8451644569588,111.5467071533203,116.1436157226563,3924
Breast,Female,<55,AD,1.5,117.699810987275,115.3501052856445,120.0495223999023,3924
Breast,Female,<55,AD,1.55,121.4949926857726,119.0953521728516,123.8946380615234,3924
Breast,Female,<55,AD,1.6,125.2305668013864,122.7822265625,127.6789016723633,3924
Breast,Female,<55,AD,1.65,128.9098376942485,126.4139099121094,131.40576171875,3924
Breast,Female,<55,AD,1.7,132.536433732809,129.993896484375,135.0789794921875,3924
Breast,Female,<55,AD,1.75,136.1137953066002,133.5255126953125,138.7020874023438,3924
Breast,Female,<55,AD,1.8,139.6452325561665,137.0119476318359,142.2785186767578,3924
Breast,Female,<55,AD,1.85,143.1338976819878,140.4562835693359,145.8115081787109,3924
Breast,Female,<55,AD,1.9,146.5827606790118,143.8614044189453,149.3041229248047,3924
Breast,Female,<55,AD,1.95,149.9946686598068,147.2300567626953,152.75927734375,3924
Breast,Female,<55,AD,2,153.3722822729747,150.5648651123047,156.1797027587891,3924
Breast,Female,<55,AD,2.05,156.7150764767454,153.8652801513672,159.5648803710938,3924
Breast,Female,<55,AD,2.0999999,160.0283662799056,157.1364898681641,162.9202423095703,3924
Breast,Female,<55,AD,2.1500001,163.3144042397107,160.3807373046875,166.2480773925781,3924
Breast,Female,<55,AD,2.2,166.5752565794765,163.6000061035156,169.5505065917969,3924
Breast,Female,<55,AD,2.25,169.8129016292966,166.7962493896484,172.8295593261719,3924
Breast,Female,<55,AD,2.3,173.029171625504,169.9712677001953,176.0870819091797,3924
Breast,Female,<55,AD,2.3499999,176.2257731285693,173.1267242431641,179.3248291015625,3924
Breast,Female,<55,AD,2.4000001,179.4041368869919,176.2640228271484,182.5442504882813,3924
Breast,Female,<55,AD,2.45,182.562828631085,179.3817749023438,185.7438812255859,3924
Breast,Female,<55,AD,2.5,185.6983885517306,182.4765777587891,188.9202117919922,3924
Breast,Female,<55,AD,2.55,188.8075273051957,185.5451965332031,192.0698547363281,3924
Breast,Female,<55,AD,2.5999999,191.8871932248543,188.5846405029297,195.1897430419922,3924
Breast,Female,<55,AD,2.6500001,194.934573694522,191.5921630859375,198.2769775390625,3924
Breast,Female,<55,AD,2.7,197.9470252247402,194.5651702880859,201.3288879394531,3924
Breast,Female,<55,AD,2.75,200.9221496337976,197.5012817382813,204.343017578125,3924
Breast,Female,<55,AD,2.8,203.857725503764,200.3983459472656,207.3171081542969,3924
Breast,Female,<55,AD,2.8499999,206.7517131882888,203.2543334960938,210.2490844726563,3924
Breast,Female,<55,AD,2.9000001,209.6022592459246,206.0674438476563,213.1370697021484,3924
Breast,Female,<55,AD,2.95,212.4076336955895,208.8359680175781,215.9793090820313,3924
Breast,Female,<55,AD,3,215.1663034117573,211.5583953857422,218.7742156982422,3924
Breast,Female,<55,AD,3.05,217.8723148346499,214.2288665771484,221.5157623291016,3924
Breast,Female,<55,AD,3.0999999,220.5288591354803,216.8505249023438,224.2071838378906,3924
Breast,Female,<55,AD,3.1500001,223.1348272747709,219.4222869873047,226.8473663330078,3924
Breast,Female,<55,AD,3.2,225.6891996870451,221.9431457519531,229.4352569580078,3924
Breast,Female,<55,AD,3.25,228.191129967349,224.4122619628906,231.9700012207031,3924
Breast,Female,<55,AD,3.3,230.6408265169196,226.8298492431641,234.4518127441406,3924
Breast,Female,<55,AD,3.3499999,233.0400143867494,229.1976013183594,236.8824310302734,3924
Breast,Female,<55,AD,3.4000001,235.3905082887353,231.5173034667969,239.2637176513672,3924
Breast,Female,<55,AD,3.45,237.6940344253717,233.7906646728516,241.5973968505859,3924
Breast,Female,<55,AD,3.5,239.952298331792,236.0193786621094,243.8852233886719,3924
Breast,Female,<55,AD,3.55,242.1669406098086,238.2050476074219,246.1288299560547,3924
Breast,Female,<55,AD,3.5999999,244.3395491859948,240.3492584228516,248.329833984375,3924
Breast,Female,<55,AD,3.6500001,246.4716704370319,242.4535217285156,250.4898223876953,3924
Breast,Female,<55,AD,3.7,248.5647698619379,244.519287109375,252.6102447509766,3924
Breast,Female,<55,AD,3.75,250.6202942871783,246.5479888916016,254.6925964355469,3924
Breast,Female,<55,AD,3.8,252.6396322828689,248.5410003662109,256.73828125,3924
Breast,Female,<55,AD,3.8499999,254.6241257292435,250.4996337890625,258.7486267089844,3924
Breast,Female,<55,AD,3.9000001,256.5750803694896,252.4252014160156,260.7249755859375,3924
Breast,Female,<55,AD,3.95,258.4937300996903,254.3188934326172,262.6685791015625,3924
Breast,Female,<55,AD,4,260.381294120642,256.1819458007813,264.5806579589844,3924
Breast,Female,<55,AD,4.0500002,262.2330321672775,258.0096740722656,266.4563903808594,3924
Breast,Female,<55,AD,4.0999999,264.0558866542967,259.8089294433594,268.3028564453125,3924
Breast,Female,<55,AD,4.1500001,265.8509840148739,261.580810546875,270.1211547851563,3924
Breast,Female,<55,AD,4.1999998,267.619344160208,263.3263549804688,271.9123229980469,3924
Breast,Female,<55,AD,4.25,269.3620187529291,265.0465698242188,273.6774597167969,3924
Breast,Female,<55,AD,4.3000002,271.0799737597142,266.7424621582031,275.4175109863281,3924
Breast,Female,<55,AD,4.3499999,272.7741423220539,268.4148864746094,277.1334228515625,3924
Breast,Female,<55,AD,4.4000001,274.4454733512201,270.0648193359375,278.8261413574219,3924
Breast,Female,<55,AD,4.4499998,276.0948201257809,271.6930847167969,280.4965515136719,3924
Breast,Female,<55,AD,4.5,277.7230689637962,273.3005981445313,282.1455383300781,3924
Breast,Female,<55,AD,4.5500002,279.3310296769976,274.8881225585938,283.77392578125,3924
Breast,Female,<55,AD,4.5999999,280.9194846844944,276.4564514160156,285.3825073242188,3924
Breast,Female,<55,AD,4.6500001,282.4892346088902,278.0063781738281,286.9721069335938,3924
Breast,Female,<55,AD,4.6999998,284.0409936667741,279.53857421875,288.5433959960938,3924
Breast,Female,<55,AD,4.75,285.5755104183355,281.0538330078125,290.09716796875,3924
Breast,Female,<55,AD,4.8000002,287.0934646663231,282.5528259277344,291.6341247558594,3924
Breast,Female,<55,AD,4.8499999,288.595513453562,284.0361633300781,293.1548767089844,3924
Breast,Female,<55,AD,4.9000001,290.0823341847509,285.5045166015625,294.66015625,3924
Breast,Female,<55,AD,4.9499998,291.5545255430699,286.9585266113281,296.1505126953125,3924
Breast,Female,<55,AD,5,293.0127217511053,288.3987731933594,297.6266784667969,3924
Breast,Female,<55,ADa,0,0,0,0,3924
Breast,Female,<55,ADa,.050000001,.7680328690138707,.7581121921539307,.777953565120697,3924
Breast,Female,<55,ADa,.1,1.837527420909424,1.814317464828491,1.860737323760986,3924
Breast,Female,<55,ADa,.15000001,3.045451333254364,3.008266687393188,3.082636117935181,3924
Breast,Female,<55,ADa,.2,4.377619218115523,4.326426982879639,4.428811073303223,3924
Breast,Female,<55,ADa,.25,5.833332851582103,5.768381595611572,5.898284435272217,3924
Breast,Female,<55,ADa,.30000001,7.412125084380481,7.333797454833984,7.490452766418457,3924
Breast,Female,<55,ADa,.34999999,9.111788688104152,9.020532608032227,9.203044891357422,3924
Breast,Female,<55,ADa,.40000001,10.92841843956539,10.82470893859863,11.03212833404541,3924
Breast,Female,<55,ADa,.44999999,12.8567525749076,12.7410717010498,12.97243309020996,3924
Breast,Female,<55,ADa,.5,14.89050770579449,14.76333332061768,15.01768207550049,3924
Breast,Female,<55,ADa,.55000001,17.02263055923875,16.88442993164063,17.16083145141602,3924
Breast,Female,<55,ADa,.60000002,19.2455093158474,19.09673309326172,19.39428520202637,3924
Breast,Female,<55,ADa,.64999998,21.55114134840047,21.39222526550293,21.71005821228027,3924
Breast,Female,<55,ADa,.69999999,23.9312923758533,23.76265335083008,24.09992980957031,3924
Breast,Female,<55,ADa,.75,26.37761034445468,26.19965171813965,26.55556869506836,3924
Breast,Female,<55,ADa,.80000001,28.88175147975274,28.69485855102539,29.06864547729492,3924
Breast,Female,<55,ADa,.85000002,31.43547821541345,31.24001693725586,31.63093948364258,3924
Breast,Female,<55,ADa,.89999998,34.03074233265615,33.82706832885742,34.23441696166992,3924
Breast,Female,<55,ADa,.94999999,36.65976941263296,36.44821929931641,36.87131881713867,3924
Breast,Female,<55,ADa,1,39.31509846034283,39.09599304199219,39.53420257568359,3924
Breast,Female,<55,ADa,1.05,41.98887190836134,41.76253128051758,42.21521377563477,3924
Breast,Female,<55,ADa,1.1,44.67508270118294,44.44179916381836,44.90836715698242,3924
Breast,Female,<55,ADa,1.15,47.36745159678102,47.12751007080078,47.60739135742188,3924
Breast,Female,<55,ADa,1.2,50.06016057260633,49.81383514404297,50.30648803710938,3924
Breast,Female,<55,ADa,1.25,52.74780565415117,52.49535751342773,53.0002555847168,3924
Breast,Female,<55,ADa,1.3,55.4254390044578,55.16711807250977,55.68375778198242,3924
Breast,Female,<55,ADa,1.35,58.08854101155656,57.82458877563477,58.35249328613281,3924
Breast,Female,<55,ADa,1.4,60.73298825012426,60.46363830566406,61.00233840942383,3924
Breast,Female,<55,ADa,1.45,63.35508120870396,63.0805549621582,63.62960815429688,3924
Breast,Female,<55,ADa,1.5,65.95147469557126,65.67198181152344,66.23096466064453,3924
Breast,Female,<55,ADa,1.55,68.51920683456223,68.23496246337891,68.80345153808594,3924
Breast,Female,<55,ADa,1.6,71.0565909599439,70.76778411865234,71.34539794921875,3924
Breast,Female,<55,ADa,1.65,73.56410750725712,73.27091979980469,73.8572998046875,3924
Breast,Female,<55,ADa,1.7,76.04262342580523,75.74521636962891,76.34003448486328,3924
Breast,Female,<55,ADa,1.75,78.49306784441879,78.19159698486328,78.79454040527344,3924
Breast,Female,<55,ADa,1.8,80.91645032487011,80.61106109619141,81.22183990478516,3924
Breast,Female,<55,ADa,1.85,83.31382291068017,83.004638671875,83.62300872802734,3924
Breast,Female,<55,ADa,1.9,85.68624628364402,85.37339782714844,85.99909210205078,3924
Breast,Female,<55,ADa,1.95,88.03481522865451,87.71841430664063,88.35121154785156,3924
Breast,Female,<55,ADa,2,90.36060124350641,90.04076385498047,90.68044281005859,3924
Breast,Female,<55,ADa,2.05,92.66293258074373,92.33975982666016,92.98609924316406,3924
Breast,Female,<55,ADa,2.0999999,94.94452955070336,94.61812591552734,95.27092742919922,3924
Breast,Female,<55,ADa,2.1500001,97.20643030918875,96.87689208984375,97.53596496582031,3924
Breast,Female,<55,ADa,2.2,99.44960883240226,99.11702728271484,99.78218841552734,3924
Breast,Female,<55,ADa,2.25,101.6750351833126,101.3394927978516,102.0105743408203,3924
Breast,Female,<55,ADa,2.3,103.8836288230381,103.5452194213867,104.222038269043,3924
Breast,Female,<55,ADa,2.3499999,106.0762668288122,105.7350692749023,106.4174652099609,3924
Breast,Female,<55,ADa,2.4000001,108.2536973350712,107.9097900390625,108.5976028442383,3924
Breast,Female,<55,ADa,2.45,110.4150752287891,110.0685424804688,110.761604309082,3924
Breast,Female,<55,ADa,2.5,112.5584212025637,112.209358215332,112.9074859619141,3924
Breast,Female,<55,ADa,2.55,114.6818366228116,114.3303375244141,115.0333404541016,3924
Breast,Female,<55,ADa,2.5999999,116.7835458191915,116.4297027587891,117.1373901367188,3924
Breast,Female,<55,ADa,2.6500001,118.8619011212814,118.5058135986328,119.2179870605469,3924
Breast,Female,<55,ADa,2.7,120.9153387880516,120.5571136474609,121.2735595703125,3924
Breast,Female,<55,ADa,2.75,122.9424341581184,122.5821762084961,123.3026962280273,3924
Breast,Female,<55,ADa,2.8,124.9418577370039,124.5796737670898,125.3040466308594,3924
Breast,Female,<55,ADa,2.8499999,126.9123811508064,126.5483703613281,127.2763900756836,3924
Breast,Female,<55,ADa,2.9000001,128.8528824241739,128.4871520996094,129.2186126708984,3924
Breast,Female,<55,ADa,2.95,130.762305302667,130.3949737548828,131.129638671875,3924
Breast,Female,<55,ADa,3,132.6397110503218,132.2708740234375,133.0085601806641,3924
Breast,Female,<55,ADa,3.05,134.4815350826775,134.1112976074219,134.8517761230469,3924
Breast,Female,<55,ADa,3.0999999,136.2896319348256,135.9181060791016,136.6611480712891,3924
Breast,Female,<55,ADa,3.1500001,138.0633113926946,137.6905975341797,138.4360198974609,3924
Breast,Female,<55,ADa,3.2,139.8019334457662,139.4281311035156,140.1757354736328,3924
Breast,Female,<55,ADa,3.25,141.5049659961531,141.1301879882813,141.8797454833984,3924
Breast,Female,<55,ADa,3.3,143.1725641393996,142.7968902587891,143.5482482910156,3924
Breast,Female,<55,ADa,3.3499999,144.8058816633187,144.4293975830078,145.1823577880859,3924
Breast,Female,<55,ADa,3.4000001,146.4061392248209,146.0289459228516,146.7833404541016,3924
Breast,Female,<55,ADa,3.45,147.9745055792885,147.5966796875,148.3523406982422,3924
Breast,Female,<55,ADa,3.5,149.5121428698441,149.1337585449219,149.8905181884766,3924
Breast,Female,<55,ADa,3.55,151.0201756762682,150.6413116455078,151.3990325927734,3924
Breast,Female,<55,ADa,3.5999999,152.4996986226702,152.1204376220703,152.8789672851563,3924
Breast,Female,<55,ADa,3.6500001,153.9517832867132,153.5721893310547,154.3313751220703,3924
Breast,Female,<55,ADa,3.7,155.3774508101282,154.9975891113281,155.7573089599609,3924
Breast,Female,<55,ADa,3.75,156.7777137164788,156.3976440429688,157.1577758789063,3924
Breast,Female,<55,ADa,3.8,158.15354845876,157.7733459472656,158.5337524414063,3924
Breast,Female,<55,ADa,3.8499999,159.5059028494932,159.1256103515625,159.8861999511719,3924
Breast,Female,<55,ADa,3.9000001,160.8357028500848,160.4553833007813,161.2160186767578,3924
Breast,Female,<55,ADa,3.95,162.1438278637975,161.7635345458984,162.5241241455078,3924
Breast,Female,<55,ADa,4,163.4311493616367,163.0509338378906,163.8113708496094,3924
Breast,Female,<55,ADa,4.0500002,164.6949549268941,164.3148651123047,165.0750427246094,3924
Breast,Female,<55,ADa,4.0999999,165.9395469616825,165.5596466064453,166.3194427490234,3924
Breast,Female,<55,ADa,4.1500001,167.1657382574035,166.7860717773438,167.54541015625,3924
Breast,Female,<55,ADa,4.1999998,168.3742699696739,167.994873046875,168.7536773681641,3924
Breast,Female,<55,ADa,4.25,169.5659058755155,169.1868133544922,169.9449920654297,3924
Breast,Female,<55,ADa,4.3000002,170.7413519454146,170.3626251220703,171.1200866699219,3924
Breast,Female,<55,ADa,4.3499999,171.9012922876857,171.52294921875,172.2796325683594,3924
Breast,Female,<55,ADa,4.4000001,173.0464223081463,172.6685180664063,173.4243316650391,3924
Breast,Female,<55,ADa,4.4499998,174.177372288629,173.7999267578125,174.5548095703125,3924
Breast,Female,<55,ADa,4.5,175.2947954351766,174.9178466796875,175.6717376708984,3924
Breast,Female,<55,ADa,4.5500002,176.3992926810675,176.0228881835938,176.7757110595703,3924
Breast,Female,<55,ADa,4.5999999,177.4914462298393,177.1156005859375,177.8672943115234,3924
Breast,Female,<55,ADa,4.6500001,178.5718508657806,178.1965942382813,178.9470977783203,3924
Breast,Female,<55,ADa,4.6999998,179.6410419282898,179.2664184570313,180.0156707763672,3924
Breast,Female,<55,ADa,4.75,180.6995783554617,180.3256072998047,181.0735473632813,3924
Breast,Female,<55,ADa,4.8000002,181.7479716144863,181.3746795654297,182.1212615966797,3924
Breast,Female,<55,ADa,4.8499999,182.7867172882823,182.4141235351563,183.1593017578125,3924
Breast,Female,<55,ADa,4.9000001,183.8163249048559,183.4444580078125,184.1881866455078,3924
Breast,Female,<55,ADa,4.9499998,184.8372493405611,184.4661407470703,185.2083587646484,3924
Breast,Female,<55,ADa,5,185.8499699088902,185.4796447753906,186.2202911376953,3924
Breast,Female,<55,ADb,0,0,0,0,3924
Breast,Female,<55,ADb,.050000001,1.54921334972376,1.462314009666443,1.636112689971924,3924
Breast,Female,<55,ADb,.1,3.494974297031687,3.301024436950684,3.688924312591553,3924
Breast,Female,<55,ADb,.15000001,5.538212038163687,5.233580589294434,5.842843532562256,3924
Breast,Female,<55,ADb,.2,7.614562458488106,7.199377059936523,8.02974796295166,3924
Breast,Female,<55,ADb,.25,9.696903309520463,9.172850608825684,10.22095584869385,3924
Breast,Female,<55,ADb,.30000001,11.77091893557338,11.14042282104492,12.40141487121582,3924
Breast,Female,<55,ADb,.34999999,13.82792619639526,13.09376049041748,14.56209182739258,3924
Breast,Female,<55,ADb,.40000001,15.86212892381084,15.02721691131592,16.69704055786133,3924
Breast,Female,<55,ADb,.44999999,17.86938084405212,16.93668556213379,18.80207633972168,3924
Breast,Female,<55,ADb,.5,19.84658895243445,18.81904792785645,20.87413024902344,3924
Breast,Female,<55,ADb,.55000001,21.79138103587881,20.671875,22.91088676452637,3924
Breast,Female,<55,ADb,.60000002,23.70192450855162,22.49325561523438,24.91059303283691,3924
Breast,Female,<55,ADb,.64999998,25.57680843825185,24.28168869018555,26.87192726135254,3924
Breast,Female,<55,ADb,.69999999,27.41497650985688,26.0360279083252,28.79392433166504,3924
Breast,Female,<55,ADb,.75,29.21565943896875,27.75541114807129,30.67590713500977,3924
Breast,Female,<55,ADb,.80000001,30.97834258173485,29.43922996520996,32.5174560546875,3924
Breast,Female,<55,ADb,.85000002,32.70273022259207,31.08709907531738,34.31836318969727,3924
Breast,Female,<55,ADb,.89999998,34.38871533864914,32.69882583618164,36.07860565185547,3924
Breast,Female,<55,ADb,.94999999,36.03636301741311,34.27438735961914,37.79833984375,3924
Breast,Female,<55,ADb,1,37.64587660857175,35.81391143798828,39.47784423828125,3924
Breast,Female,<55,ADb,1.05,39.21684047669602,37.31693267822266,41.11674880981445,3924
Breast,Female,<55,ADb,1.1,40.750384945151,38.78448104858398,42.71628952026367,3924
Breast,Female,<55,ADb,1.15,42.24703337293807,40.21700668334961,44.27706146240234,3924
Breast,Female,<55,ADb,1.2,43.70740048115776,41.61505126953125,45.79975128173828,3924
Breast,Female,<55,ADb,1.25,45.13215089149602,42.97921371459961,47.28508758544922,3924
Breast,Female,<55,ADb,1.3,46.52201212773794,44.31015777587891,48.73386764526367,3924
Breast,Female,<55,ADb,1.35,47.87775343149344,45.60859298706055,50.14691543579102,3924
Breast,Female,<55,ADb,1.4,49.20016720511018,46.87525177001953,51.52508544921875,3924
Breast,Female,<55,ADb,1.45,50.49008324825485,48.11090087890625,52.86926651000977,3924
Breast,Female,<55,ADb,1.5,51.74833629170371,49.31632614135742,54.18034744262695,3924
Breast,Female,<55,ADb,1.55,52.97578585121038,50.49233245849609,55.4592399597168,3924
Breast,Female,<55,ADb,1.6,54.17397584144248,51.64037704467773,56.70757675170898,3924
Breast,Female,<55,ADb,1.65,55.34573018699139,52.76314544677734,57.92831420898438,3924
Breast,Female,<55,ADb,1.7,56.49381030700381,53.86327362060547,59.12434768676758,3924
Breast,Female,<55,ADb,1.75,57.62072746218141,54.94314193725586,60.29831314086914,3924
Breast,Female,<55,ADb,1.8,58.72878223129636,56.00495529174805,61.45261001586914,3924
Breast,Female,<55,ADb,1.85,59.8200747713076,57.05070877075195,62.58944320678711,3924
Breast,Female,<55,ADb,1.9,60.89651439536773,58.08222579956055,63.7108039855957,3924
Breast,Female,<55,ADb,1.95,61.95985343115233,59.10118103027344,64.81852722167969,3924
Breast,Female,<55,ADb,2,63.01168102946828,60.10909271240234,65.91426849365234,3924
Breast,Female,<55,ADb,2.05,64.05214389600167,61.10609817504883,66.99819183349609,3924
Breast,Female,<55,ADb,2.0999999,65.08383672920229,62.09468078613281,68.07299041748047,3924
Breast,Female,<55,ADb,2.1500001,66.10797393052194,63.07600021362305,69.13994598388672,3924
Breast,Female,<55,ADb,2.2,67.1256477470742,64.05110931396484,70.20018768310547,3924
Breast,Female,<55,ADb,2.25,68.13786644598402,65.02096557617188,71.2547607421875,3924
Breast,Female,<55,ADb,2.3,69.14554280246587,65.98645782470703,72.30463409423828,3924
Breast,Female,<55,ADb,2.3499999,70.14950629975711,66.9483642578125,73.35064697265625,3924
Breast,Female,<55,ADb,2.4000001,71.15043955192066,67.9073486328125,74.39353179931641,3924
Breast,Female,<55,ADb,2.45,72.14775340229593,68.86285400390625,75.43264770507813,3924
Breast,Female,<55,ADb,2.5,73.13996734916688,69.81346893310547,76.46646118164063,3924
Breast,Female,<55,ADb,2.55,74.12569068238408,70.75786590576172,77.49351501464844,3924
Breast,Female,<55,ADb,2.5999999,75.10364740566278,71.69483184814453,78.51246643066406,3924
Breast,Female,<55,ADb,2.6500001,76.07267257324058,72.62325286865234,79.5220947265625,3924
Breast,Female,<55,ADb,2.7,77.0316864366886,73.54209136962891,80.52127838134766,3924
Breast,Female,<55,ADb,2.75,77.9797154756792,74.45043182373047,81.50900268554688,3924
Breast,Female,<55,ADb,2.8,78.91586776676004,75.347412109375,82.48432159423828,3924
Breast,Female,<55,ADb,2.8499999,79.83933203748238,76.23226165771484,83.44640350341797,3924
Breast,Female,<55,ADb,2.9000001,80.7493768217507,77.10427856445313,84.39447784423828,3924
Breast,Female,<55,ADb,2.95,81.64532839292248,77.96282196044922,85.32783508300781,3924
Breast,Female,<55,ADb,3,82.52659236143555,78.80731964111328,86.24586486816406,3924
Breast,Female,<55,ADb,3.05,83.39077975197243,79.63549041748047,87.14607238769531,3924
Breast,Female,<55,ADb,3.0999999,84.23922720065474,80.44860076904297,88.02985382080078,3924
Breast,Female,<55,ADb,3.1500001,85.0715158820763,81.24626159667969,88.89676666259766,3924
Breast,Female,<55,ADb,3.2,85.88726624127885,82.02810668945313,89.74642181396484,3924
Breast,Female,<55,ADb,3.25,86.68616397119585,82.79383850097656,90.5784912109375,3924
Breast,Female,<55,ADb,3.3,87.46826237751992,83.54349517822266,91.39302825927734,3924
Breast,Female,<55,ADb,3.3499999,88.23413272343072,84.27762603759766,92.19063568115234,3924
Breast,Female,<55,ADb,3.4000001,88.98436906391444,84.99681091308594,92.971923828125,3924
Breast,Female,<55,ADb,3.45,89.71952884608316,85.70157623291016,93.73748779296875,3924
Breast,Female,<55,ADb,3.5,90.44015546194787,86.39243316650391,94.48787689208984,3924
Breast,Female,<55,ADb,3.55,91.14676493354041,87.06988525390625,95.22364044189453,3924
Breast,Female,<55,ADb,3.5999999,91.83985056332462,87.73440551757813,95.94529724121094,3924
Breast,Female,<55,ADb,3.6500001,92.51988715031871,88.38644409179688,96.65332794189453,3924
Breast,Female,<55,ADb,3.7,93.18731905180964,89.02642822265625,97.34821319580078,3924
Breast,Female,<55,ADb,3.75,93.84258057069945,89.65476989746094,98.03038787841797,3924
Breast,Female,<55,ADb,3.8,94.48608382410886,90.27187347412109,98.70029449462891,3924
Breast,Female,<55,ADb,3.8499999,95.11822287975023,90.87810516357422,99.35834503173828,3924
Breast,Female,<55,ADb,3.9000001,95.73937751940483,91.47383117675781,100.0049209594727,3924
Breast,Female,<55,ADb,3.95,96.34990223589273,92.05939483642578,100.6404113769531,3924
Breast,Female,<55,ADb,4,96.95014475900527,92.63512420654297,101.2651596069336,3924
Breast,Female,<55,ADb,4.0500002,97.53807724038336,93.19908142089844,101.8770751953125,3924
Breast,Female,<55,ADb,4.0999999,98.11633969261413,93.75379180908203,102.478889465332,3924
Breast,Female,<55,ADb,4.1500001,98.68524575747043,94.29955291748047,103.0709381103516,3924
Breast,Female,<55,ADb,4.1999998,99.24507419053404,94.83663940429688,103.6535110473633,3924
Breast,Female,<55,ADb,4.25,99.79611287741369,95.36531829833984,104.2269058227539,3924
Breast,Female,<55,ADb,4.3000002,100.3386218142996,95.88584899902344,104.7913970947266,3924
Breast,Female,<55,ADb,4.3499999,100.8728500343681,96.39846801757813,105.3472366333008,3924
Breast,Female,<55,ADb,4.4000001,101.3990510430737,96.90341186523438,105.8946914672852,3924
Breast,Female,<55,ADb,4.4499998,101.9174478371519,97.40089416503906,106.4339981079102,3924
Breast,Female,<55,ADb,4.5,102.4282735286196,97.89114379882813,106.9654006958008,3924
Breast,Female,<55,ADb,4.5500002,102.93173699593,98.37435913085938,107.4891128540039,3924
Breast,Female,<55,ADb,4.5999999,103.4280384546551,98.85073089599609,108.0053405761719,3924
Breast,Female,<55,ADb,4.6500001,103.9173837431096,99.32045745849609,108.5143051147461,3924
Breast,Female,<55,ADb,4.6999998,104.3999517384842,99.78371429443359,109.0161895751953,3924
Breast,Female,<55,ADb,4.75,104.8759320628738,100.2406768798828,109.5111846923828,3924
Breast,Female,<55,ADb,4.8000002,105.3454930518369,100.6915054321289,109.9994812011719,3924
Breast,Female,<55,ADb,4.8499999,105.8087961652797,101.136360168457,110.4812316894531,3924
Breast,Female,<55,ADb,4.9000001,106.266009279895,101.5753936767578,110.9566192626953,3924
Breast,Female,<55,ADb,4.9499998,106.7172762025088,102.0087585449219,111.4257965087891,3924
Breast,Female,<55,ADb,5,107.1627518422152,102.4365921020508,111.888916015625,3924
Breast,Female,<55,db,0,1,1,1,
Breast,Female,<55,db,.050000001,.9892943361902712,.9845498112273156,.9940617249198616,
Breast,Female,<55,db,.1,.9761865106863333,.9685136166924002,.9839201919539066,
Breast,Female,<55,db,.15000001,.9625673888445403,.9527675476830872,.9724680278207628,
Breast,Female,<55,db,.2,.9488771576936261,.9374132764249564,.9604812338763719,
Breast,Female,<55,db,.25,.9353037590148362,.9224686677294931,.9483174358435871,
Breast,Female,<55,db,.30000001,.9219410624129097,.9079305996806928,.9361677234603282,
Breast,Female,<55,db,.34999999,.9088387605780913,.8937900248661879,.9241408717363818,
Breast,Female,<55,db,.40000001,.8960230183016251,.8800363706233092,.9123000777316843,
