site,sex,agegroup,estimate,tt,PE,lci,uci,n_black
Kidney and renal pelvis,Male,65-74,lw,1.6,.9137498511007283,.909380441833913,.9181402545922515,
Kidney and renal pelvis,Male,65-74,lw,1.65,.9112082775636471,.9067659572094601,.9156723612074374,
Kidney and renal pelvis,Male,65-74,lw,1.7,.908672212165182,.9041577463178031,.9132092187715934,
Kidney and renal pelvis,Male,65-74,lw,1.75,.9061417334901263,.9015558446183529,.9107509491218223,
Kidney and renal pelvis,Male,65-74,lw,1.8,.9036169013508117,.8989602707551623,.9082976533778635,
Kidney and renal pelvis,Male,65-74,lw,1.85,.9010977707237879,.8963710410500522,.9058494253140877,
Kidney and renal pelvis,Male,65-74,lw,1.9,.8985844101604886,.8937881887624126,.9034063689088547,
Kidney and renal pelvis,Male,65-74,lw,1.95,.8960768601716131,.8912117214443162,.9009685577673208,
Kidney and renal pelvis,Male,65-74,lw,2,.8935751815071882,.8886416705265661,.8985360820773414,
Kidney and renal pelvis,Male,65-74,lw,2.05,.890969040591986,.8859683060378021,.8959980011514468,
Kidney and renal pelvis,Male,65-74,lw,2.0999999,.8883695023366615,.8833020547997821,.8934660214967749,
Kidney and renal pelvis,Male,65-74,lw,2.1500001,.8857765911943413,.8806429189891619,.890940189933581,
Kidney and renal pelvis,Male,65-74,lw,2.2,.8831903659826935,.8779909381980796,.8884205845740359,
Kidney and renal pelvis,Male,65-74,lw,2.25,.8806108458880207,.875346113237501,.8859072430532533,
Kidney and renal pelvis,Male,65-74,lw,2.3,.8780380601215091,.8727084567473609,.8834002112175295,
Kidney and renal pelvis,Male,65-74,lw,2.3499999,.8754720356916353,.8700779803433544,.8808995315288812,
Kidney and renal pelvis,Male,65-74,lw,2.4000001,.8729127853547667,.8674546819629948,.8784052316272155,
Kidney and renal pelvis,Male,65-74,lw,2.45,.8703603565216729,.8648385957044802,.8759173722901058,
Kidney and renal pelvis,Male,65-74,lw,2.5,.8678147581510891,.8622297166162458,.8734359764591807,
Kidney and renal pelvis,Male,65-74,lw,2.55,.8652760097003144,.8596280506168532,.870961077207338,
Kidney and renal pelvis,Male,65-74,lw,2.5999999,.8627441290014681,.8570336018293671,.868492706164274,
Kidney and renal pelvis,Male,65-74,lw,2.6500001,.8602191197626914,.854446357472601,.8660308836637857,
Kidney and renal pelvis,Male,65-74,lw,2.7,.8577010178031927,.8518663276349828,.8635756715293631,
Kidney and renal pelvis,Male,65-74,lw,2.75,.8551898208585257,.8492934804763781,.8611270974196283,
Kidney and renal pelvis,Male,65-74,lw,2.8,.852685537603756,.8467277954979102,.8586851995463999,
Kidney and renal pelvis,Male,65-74,lw,2.8499999,.8501881756508788,.8441692514493833,.8562500147636686,
Kidney and renal pelvis,Male,65-74,lw,2.9000001,.8476977297403352,.8416178144053849,.8538215668766631,
Kidney and renal pelvis,Male,65-74,lw,2.95,.8452142292563466,.8390734865900275,.851399912826051,
Kidney and renal pelvis,Male,65-74,lw,3,.8427376670190172,.8365362335470135,.8489850731286251,
Kidney and renal pelvis,Male,65-74,lw,3.05,.8401535443363414,.8338924037130194,.8464616956791884,
Kidney and renal pelvis,Male,65-74,lw,3.0999999,.8375770854944468,.8312563392269401,.8439458937513699,
Kidney and renal pelvis,Male,65-74,lw,3.1500001,.8350082771230408,.8286280022236769,.8414376789016342,
Kidney and renal pelvis,Male,65-74,lw,3.2,.8324471418134329,.8260073927255523,.8389370967090097,
Kidney and renal pelvis,Male,65-74,lw,3.25,.8298936646577585,.8233944735184191,.836444155006437,
Kidney and renal pelvis,Male,65-74,lw,3.3,.8273478423127812,.8207892203801498,.8339588717583126,
Kidney and renal pelvis,Male,65-74,lw,3.3499999,.8248096707623029,.8181916095786103,.831481263091168,
Kidney and renal pelvis,Male,65-74,lw,3.4000001,.8222791332970084,.8156016055791555,.8290113315502278,
Kidney and renal pelvis,Male,65-74,lw,3.45,.8197562487706737,.8130192104392475,.8265491131943943,
Kidney and renal pelvis,Male,65-74,lw,3.5,.8172409992265752,.8104443897313832,.8240946069578158,
Kidney and renal pelvis,Male,65-74,lw,3.55,.8147333782240196,.807877121995844,.8216478218277087,
Kidney and renal pelvis,Male,65-74,lw,3.5999999,.8122333787765678,.8053173863828679,.8192087650832746,
Kidney and renal pelvis,Male,65-74,lw,3.6500001,.8097409815074094,.8027651505056905,.816777430758605,
Kidney and renal pelvis,Male,65-74,lw,3.7,.8072562021724171,.8002204190850833,.8143538460202007,
Kidney and renal pelvis,Male,65-74,lw,3.75,.8047790203723125,.7976831609262036,.8119380016489243,
Kidney and renal pelvis,Male,65-74,lw,3.8,.8023094271464513,.7951533576271167,.8095298984952874,
Kidney and renal pelvis,Male,65-74,lw,3.8499999,.7998474130882022,.7926309913808434,.8071295359135147,
Kidney and renal pelvis,Male,65-74,lw,3.9000001,.7973929566766267,.7901160329880749,.8047369004181304,
Kidney and renal pelvis,Male,65-74,lw,3.95,.794946071071857,.7876084897756171,.8023520113306751,
Kidney and renal pelvis,Male,65-74,lw,4,.7925067339087898,.7851083336263078,.7999748523746044,
Kidney and renal pelvis,Male,65-74,lw,4.0500002,.7899564544915939,.7824982208179694,.797485774907719,
Kidney and renal pelvis,Male,65-74,lw,4.0999999,.7874145117479878,.7798962937912837,.7950052054962741,
Kidney and renal pelvis,Male,65-74,lw,4.1500001,.784880841450966,.7773024844125327,.792533084134375,
Kidney and renal pelvis,Male,65-74,lw,4.1999998,.7823554758567512,.7747168241311625,.7900694441346174,
Kidney and renal pelvis,Male,65-74,lw,4.25,.7798383504142535,.7721392460648656,.787614223569378,
Kidney and renal pelvis,Male,65-74,lw,4.3000002,.7773294725624654,.7695697577823739,.7851674299876966,
Kidney and renal pelvis,Male,65-74,lw,4.3499999,.7748288491369447,.7670083669558443,.7827290696158,
Kidney and renal pelvis,Male,65-74,lw,4.4000001,.7723364151915977,.7644550084017973,.7802990780034055,
Kidney and renal pelvis,Male,65-74,lw,4.4499998,.7698522007497118,.7619097148574868,.7778774826490201,
Kidney and renal pelvis,Male,65-74,lw,4.5,.7673761406570729,.7593724221513845,.7754642176514944,
Kidney and renal pelvis,Male,65-74,lw,4.5500002,.7649082406279619,.7568431392890472,.7730592856138891,
Kidney and renal pelvis,Male,65-74,lw,4.5999999,.7624485058306175,.7543218752642694,.7706626880463709,
Kidney and renal pelvis,Male,65-74,lw,4.6500001,.759996870873079,.7518085672456083,.7682743571984023,
Kidney and renal pelvis,Male,65-74,lw,4.6999998,.7575533638248123,.7493032486772421,.7658943158933065,
Kidney and renal pelvis,Male,65-74,lw,4.75,.7551179191806384,.7468058575069594,.7635224953526606,
Kidney and renal pelvis,Male,65-74,lw,4.8000002,.752690541185275,.7443164036037887,.7611588943179626,
Kidney and renal pelvis,Male,65-74,lw,4.8499999,.7502712335857847,.7418348967184742,.7588035106414762,
Kidney and renal pelvis,Male,65-74,lw,4.9000001,.7478599307684426,.7393612758071145,.7564562742867929,
Kidney and renal pelvis,Male,65-74,lw,4.9499998,.745456659082286,.7368955744826017,.7541172044089185,
Kidney and renal pelvis,Male,65-74,lw,5,.7430613528786191,.7344377322736977,.7517862303077335,
Kidney and renal pelvis,Male,65-74,rb,0,1,1,1,
Kidney and renal pelvis,Male,65-74,rb,.050000001,.9914312546516804,.9837893121805859,.9991325586994951,
Kidney and renal pelvis,Male,65-74,rb,.1,.9802944252185021,.9673254084221934,.9934373187632126,
Kidney and renal pelvis,Male,65-74,rb,.15000001,.9689218647407962,.9522318286235741,.9859044318333763,
Kidney and renal pelvis,Male,65-74,rb,.2,.9578150304488897,.9382751687385966,.9777618156379003,
Kidney and renal pelvis,Male,65-74,rb,.25,.9471374091515303,.9252429518084676,.9695499652938437,
Kidney and renal pelvis,Male,65-74,rb,.30000001,.9369390270274797,.9129911770614428,.9615150314953395,
Kidney and renal pelvis,Male,65-74,rb,.34999999,.9272242779682482,.9014235350853889,.9537634953943138,
Kidney and renal pelvis,Male,65-74,rb,.40000001,.9179778814646371,.8904725772144563,.9463327815151306,
Kidney and renal pelvis,Male,65-74,rb,.44999999,.909176248532326,.8800877224268117,.9392262041969962,
Kidney and renal pelvis,Male,65-74,rb,.5,.9007927485595368,.8702281551493636,.9324308470784581,
Kidney and renal pelvis,Male,65-74,rb,.55000001,.8928003322639335,.8608589283720632,.9259268935015177,
Kidney and renal pelvis,Male,65-74,rb,.60000002,.8851727732732283,.8519488044390554,.9196923975497735,
Kidney and renal pelvis,Male,65-74,rb,.64999998,.8778852728470881,.8434691435054135,.9137056858759408,
Kidney and renal pelvis,Male,65-74,rb,.69999999,.8709146655312707,.8353932769914548,.907946443343479,
Kidney and renal pelvis,Male,65-74,rb,.75,.8642395262251266,.8276962623035931,.9023961961735548,
Kidney and renal pelvis,Male,65-74,rb,.80000001,.8578400935950259,.8203546755312903,.8970383763614622,
Kidney and renal pelvis,Male,65-74,rb,.85000002,.8516981894161084,.8133465206483763,.8918582516052537,
Kidney and renal pelvis,Male,65-74,rb,.89999998,.8457958324299353,.806649504578995,.8868419134890712,
Kidney and renal pelvis,Male,65-74,rb,.94999999,.8401113245086647,.8002361348597012,.8819734661087788,
Kidney and renal pelvis,Male,65-74,rb,1,.8346241528467995,.7940802405636436,.8772381441210375,
Kidney and renal pelvis,Male,65-74,rb,1.05,.8292184558649439,.7880657743948495,.8725201244465259,
Kidney and renal pelvis,Male,65-74,rb,1.1,.8239773787860564,.7822664693471837,.8679123385126394,
Kidney and renal pelvis,Male,65-74,rb,1.15,.8188868302029976,.7766640052930547,.8634050710601532,
Kidney and renal pelvis,Male,65-74,rb,1.2,.8139342689721031,.7712419674643654,.8589898140336374,
Kidney and renal pelvis,Male,65-74,rb,1.25,.8091085881342988,.7659856964075229,.8546591802732373,
Kidney and renal pelvis,Male,65-74,rb,1.3,.804399849700559,.760881977929548,.8504066819390413,
Kidney and renal pelvis,Male,65-74,rb,1.35,.7997991663158814,.7559188972945009,.8462266371816399,
Kidney and renal pelvis,Male,65-74,rb,1.4,.7952986004197915,.7510857138414032,.8421140918721239,
Kidney and renal pelvis,Male,65-74,rb,1.45,.7908909745685127,.7463726423322586,.8380646585589581,
Kidney and renal pelvis,Male,65-74,rb,1.5,.7865698598965855,.7417708277179753,.8340745165203015,
Kidney and renal pelvis,Male,65-74,rb,1.55,.7823294180798483,.73727216432297,.8301402765628403,
Kidney and renal pelvis,Male,65-74,rb,1.6,.7781643612800119,.7328692428711774,.82625895281673,
Kidney and renal pelvis,Male,65-74,rb,1.65,.7740699561517214,.7285553372572463,.8224279836758113,
Kidney and renal pelvis,Male,65-74,rb,1.7,.7700424429667495,.7243247361511259,.8186457459965595,
Kidney and renal pelvis,Male,65-74,rb,1.75,.7660788607548293,.7201726040278357,.8149113387722448,
Kidney and renal pelvis,Male,65-74,rb,1.8,.762176446242667,.7160944455676204,.8112239088052609,
Kidney and renal pelvis,Male,65-74,rb,1.85,.7583326288133182,.7120860983435713,.8075826466218354,
Kidney and renal pelvis,Male,65-74,rb,1.9,.7545450395258149,.7081437357843771,.8039868008468433,
Kidney and renal pelvis,Male,65-74,rb,1.95,.7508114315174282,.7042637771275428,.8004356095048176,
Kidney and renal pelvis,Male,65-74,rb,2,.7471297382511607,.7004429405922862,.7969283626546914,
Kidney and renal pelvis,Male,65-74,rb,2.05,.7434061647917861,.6965922068697391,.7933662197196771,
Kidney and renal pelvis,Male,65-74,rb,2.0999999,.7397316291212289,.6927956351047627,.7898474750632642,
Kidney and renal pelvis,Male,65-74,rb,2.1500001,.736104375474613,.6890505555798512,.7863714022215564,
Kidney and renal pelvis,Male,65-74,rb,2.2,.7325228025243999,.6853545414793207,.782937332055881,
Kidney and renal pelvis,Male,65-74,rb,2.25,.7289853514818662,.6817052867058871,.7795445525192385,
Kidney and renal pelvis,Male,65-74,rb,2.3,.7254905681604352,.678100663706668,.7761923747613868,
Kidney and renal pelvis,Male,65-74,rb,2.3499999,.7220370789360449,.6745386927872543,.7728801163418555,
Kidney and renal pelvis,Male,65-74,rb,2.4000001,.7186235685561283,.6710175137523351,.7696070858069274,
Kidney and renal pelvis,Male,65-74,rb,2.45,.7152488396028276,.6675354421687939,.7663726451603634,
Kidney and renal pelvis,Male,65-74,rb,2.5,.7119117098824711,.6640908588180081,.7631761165480454,
Kidney and renal pelvis,Male,65-74,rb,2.55,.7086110731993284,.6606822680336116,.760016845245737,
Kidney and renal pelvis,Male,65-74,rb,2.5999999,.7053458788618787,.6573082725507138,.7568941843631689,
Kidney and renal pelvis,Male,65-74,rb,2.6500001,.7021151098062625,.6539675433541078,.7538074823865241,
Kidney and renal pelvis,Male,65-74,rb,2.7,.6989178310770143,.6506588528697507,.750756148852682,
Kidney and renal pelvis,Male,65-74,rb,2.75,.6957531043700813,.6473809972139829,.7477395603575336,
Kidney and renal pelvis,Male,65-74,rb,2.8,.6926200506516348,.644132864219256,.7447571164469893,
Kidney and renal pelvis,Male,65-74,rb,2.8499999,.6895178318670735,.6409134127003208,.7418082240774924,
Kidney and renal pelvis,Male,65-74,rb,2.9000001,.6864456337799202,.6377216528441284,.7388922832304843,
Kidney and renal pelvis,Male,65-74,rb,2.95,.6834027220447824,.6345567027567229,.7360087419599318,
Kidney and renal pelvis,Male,65-74,rb,3,.6803883521191232,.6314176931980814,.7331570126815423,
Kidney and renal pelvis,Male,65-74,rb,3.05,.6773099410866656,.6282187634660906,.730237272385425,
Kidney and renal pelvis,Male,65-74,rb,3.0999999,.6742595496871888,.6250451034149688,.7273490150718668,
Kidney and renal pelvis,Male,65-74,rb,3.1500001,.6712365121202909,.6218959874569658,.7244916582366457,
Kidney and renal pelvis,Male,65-74,rb,3.2,.6682402326625624,.6187707800916938,.7216646663288517,
Kidney and renal pelvis,Male,65-74,rb,3.25,.6652700976637465,.6156688428597952,.7188674690596929,
Kidney and renal pelvis,Male,65-74,rb,3.3,.6623255319211168,.6125895917417328,.7160995161333646,
Kidney and renal pelvis,Male,65-74,rb,3.3499999,.6594059828853422,.6095324794706266,.7133602636607949,
Kidney and renal pelvis,Male,65-74,rb,3.4000001,.6565109056885206,.606496978652466,.7106491614279522,
Kidney and renal pelvis,Male,65-74,rb,3.45,.6536398171037392,.603482637252003,.7079657046123105,
Kidney and renal pelvis,Male,65-74,rb,3.5,.6507922116537173,.6004889895821354,.7053093563694823,
Kidney and renal pelvis,Male,65-74,rb,3.55,.6479676159470186,.5975156122661583,.7026795998244794,
Kidney and renal pelvis,Male,65-74,rb,3.5999999,.6451655738831129,.5945621078019191,.7000759252262979,
Kidney and renal pelvis,Male,65-74,rb,3.6500001,.642385632575923,.5916280888254223,.6974978178592469,
Kidney and renal pelvis,Male,65-74,rb,3.7,.6396273944532614,.5887132322994137,.6949448072317016,
Kidney and renal pelvis,Male,65-74,rb,3.75,.6368904369584516,.5858171939990325,.6924163934488364,
Kidney and renal pelvis,Male,65-74,rb,3.8,.6341743649564634,.5829396630902784,.6899120966240541,
Kidney and renal pelvis,Male,65-74,rb,3.8499999,.6314787967495598,.5800803467135049,.6874314446326476,
Kidney and renal pelvis,Male,65-74,rb,3.9000001,.6288033507315194,.5772389551863391,.6849739615434457,
Kidney and renal pelvis,Male,65-74,rb,3.95,.6261476957231366,.5744152549064505,.6825392144629667,
Kidney and renal pelvis,Male,65-74,rb,4,.6235114738667633,.5716089859337132,.6801267432989356,
Kidney and renal pelvis,Male,65-74,rb,4.0500002,.6208017995403831,.5687353679661962,.6776347947038254,
Kidney and renal pelvis,Male,65-74,rb,4.0999999,.6181117503748812,.5658796269918671,.6751650310905971,
Kidney and renal pelvis,Male,65-74,rb,4.1500001,.6154409528728458,.5630414909411288,.6727169712482879,
Kidney and renal pelvis,Male,65-74,rb,4.1999998,.612789145676824,.5602208070258659,.67029023618895,
Kidney and renal pelvis,Male,65-74,rb,4.25,.6101559753619232,.5574173243970147,.6678843623537971,
Kidney and renal pelvis,Male,65-74,rb,4.3000002,.6075411735121076,.5546308821173671,.6654989641099016,
Kidney and renal pelvis,Male,65-74,rb,4.3499999,.6049444796791318,.5518613270364042,.6631336634141689,
Kidney and renal pelvis,Male,65-74,rb,4.4000001,.6023655675154921,.5491084346400182,.6607880229815309,
Kidney and renal pelvis,Male,65-74,rb,4.4499998,.5998042173557334,.546372092944448,.6584617036695957,
Kidney and renal pelvis,Male,65-74,rb,4.5,.5972601191238919,.5436520919067199,.65615428544528,
Kidney and renal pelvis,Male,65-74,rb,4.5500002,.5947330434329973,.5409483059773388,.6538654230777697,
Kidney and renal pelvis,Male,65-74,rb,4.5999999,.5922227672798495,.5382606146410156,.6515947787086653,
Kidney and renal pelvis,Male,65-74,rb,4.6500001,.5897290026770653,.5355888257766412,.6493419575999936,
Kidney and renal pelvis,Male,65-74,rb,4.6999998,.5872515635747939,.5329328542947737,.6471066592008048,
Kidney and renal pelvis,Male,65-74,rb,4.75,.5847901753403372,.5302925179150214,.6448885051577968,
Kidney and renal pelvis,Male,65-74,rb,4.8000002,.5823446402962543,.5276677145021773,.6426871888527765,
Kidney and renal pelvis,Male,65-74,rb,4.8499999,.5799147659317817,.5250583450909048,.6405024106177922,
Kidney and renal pelvis,Male,65-74,rb,4.9000001,.5775002958468388,.5224642396020417,.6383338158363079,
Kidney and renal pelvis,Male,65-74,rb,4.9499998,.5751010713908624,.5198853304016697,.636181140289885,
Kidney and renal pelvis,Male,65-74,rb,5,.5727168472482116,.5173214541318014,.6340440445726487,
Kidney and renal pelvis,Male,65-74,rw,0,1,1,1,
Kidney and renal pelvis,Male,65-74,rw,.050000001,.9966352150319612,.9957281370888578,.9975431192953865,
Kidney and renal pelvis,Male,65-74,rw,.1,.9922767370083918,.9905175013346607,.9940390972207117,
Kidney and renal pelvis,Male,65-74,rw,.15000001,.9875344069111029,.9850813108129114,.9899936118252886,
Kidney and renal pelvis,Male,65-74,rw,.2,.9826111479359627,.9795748700562115,.985656837024234,
Kidney and renal pelvis,Male,65-74,rw,.25,.9776071766969006,.9740609921450835,.9811662715541061,
Kidney and renal pelvis,Male,65-74,rw,.30000001,.9725793189942488,.9685717800732161,.9766034394103591,
Kidney and renal pelvis,Male,65-74,rw,.34999999,.9675622483224393,.9631262790548665,.9720186487876347,
Kidney and renal pelvis,Male,65-74,rw,.40000001,.9625780174879207,.9577369462339345,.9674435588962415,
Kidney and renal pelvis,Male,65-74,rw,.44999999,.9576409877741051,.9524124345705421,.9628982446858624,
Kidney and renal pelvis,Male,65-74,rw,.5,.9527605625994001,.9471588838975249,.9583953706999565,
Kidney and renal pelvis,Male,65-74,rw,.55000001,.9479428609082677,.9419806488666899,.9539428104261637,
Kidney and renal pelvis,Male,65-74,rw,.60000002,.9431917454967118,.9368807139169121,.9495452895532971,
Kidney and renal pelvis,Male,65-74,rw,.64999998,.9385095115388136,.9318609932255854,.9452054648193627,
Kidney and renal pelvis,Male,65-74,rw,.69999999,.9338973226970791,.9269225228514318,.9409246057133125,
Kidney and renal pelvis,Male,65-74,rw,.75,.9293555613038615,.9220656662603834,.9367030906045184,
Kidney and renal pelvis,Male,65-74,rw,.80000001,.9248840292589326,.9172902275467713,.9325406963791316,
Kidney and renal pelvis,Male,65-74,rw,.85000002,.9204821137864256,.9125955700323708,.9284368121255202,
Kidney and renal pelvis,Male,65-74,rw,.89999998,.9161483619404824,.9079800678278609,.9243901389753337,
Kidney and renal pelvis,Male,65-74,rw,.94999999,.9118788628433523,.9034392020233152,.9203973644692762,
Kidney and renal pelvis,Male,65-74,rw,1,.9076693600428644,.8989680898427567,.9164548513671151,
Kidney and renal pelvis,Male,65-74,rw,1.05,.9034092912082201,.8944567080196365,.9124514804616136,
Kidney and renal pelvis,Male,65-74,rw,1.1,.8992026752824905,.8900075973556391,.9084927517895025,
Kidney and renal pelvis,Male,65-74,rw,1.15,.8950462024069736,.8856170378153592,.9045757593138886,
Kidney and renal pelvis,Male,65-74,rw,1.2,.8909367987426907,.881281583030094,.9006977958448591,
Kidney and renal pelvis,Male,65-74,rw,1.25,.8868716829580542,.8769981099056069,.8968564163924008,
Kidney and renal pelvis,Male,65-74,rw,1.3,.8828482753802134,.8727637149697576,.893049360294298,
Kidney and renal pelvis,Male,65-74,rw,1.35,.8788642071659905,.8685757181885007,.8892745657781285,
Kidney and renal pelvis,Male,65-74,rw,1.4,.8749173292100932,.8644316677638683,.8855301830071598,
Kidney and renal pelvis,Male,65-74,rw,1.45,.871005628330964,.8603292487186666,.8818144980123781,
Kidney and renal pelvis,Male,65-74,rw,1.5,.8671272866024706,.8562663427526689,.8781259914448735,
Kidney and renal pelvis,Male,65-74,rw,1.55,.8632806013848395,.8522409426049284,.8744632644020316,
Kidney and renal pelvis,Male,65-74,rw,1.6,.8594640005659294,.8482511669029301,.8708250540530325,
Kidney and renal pelvis,Male,65-74,rw,1.65,.8556760816253151,.8442952982149498,.8672102737201862,
Kidney and renal pelvis,Male,65-74,rw,1.7,.8519158852346741,.8403720423978835,.863618301061423,
Kidney and renal pelvis,Male,65-74,rw,1.75,.8481828436044927,.8364804935915531,.8600489093249407,
Kidney and renal pelvis,Male,65-74,rw,1.8,.8444763995567942,.8326197693817905,.8565018699206529,
Kidney and renal pelvis,Male,65-74,rw,1.85,.8407960225429165,.8287890320284399,.8529769630201018,
Kidney and renal pelvis,Male,65-74,rw,1.9,.8371412327047147,.8249875156016947,.8494739983831698,
Kidney and renal pelvis,Male,65-74,rw,1.95,.8335115378206527,.8212144613126048,.8459927539143614,
Kidney and renal pelvis,Male,65-74,rw,2,.8299065014084117,.8174691884396743,.842533040779893,
Kidney and renal pelvis,Male,65-74,rw,2.05,.8262235432721152,.8136504808673465,.8389908929070294,
Kidney and renal pelvis,Male,65-74,rw,2.0999999,.822565300857749,.8098592150085198,.8354707356982796,
Kidney and renal pelvis,Male,65-74,rw,2.1500001,.8189313485145333,.8060947765046801,.8319723351735903,
Kidney and renal pelvis,Male,65-74,rw,2.2,.8153213286246906,.8023566375929114,.8284955065674945,
Kidney and renal pelvis,Male,65-74,rw,2.25,.8117348466196661,.7986442468277934,.8250400147923812,
Kidney and renal pelvis,Male,65-74,rw,2.3,.8081715394722028,.7949570984768609,.8216056419450682,
Kidney and renal pelvis,Male,65-74,rw,2.3499999,.804631057453804,.7912947120632299,.8181921713227532,
Kidney and renal pelvis,Male,65-74,rw,2.4000001,.8011130466246184,.7876566127420865,.8147993720739899,
Kidney and renal pelvis,Male,65-74,rw,2.45,.797617215100427,.7840423983690735,.811427064592347,
Kidney and renal pelvis,Male,65-74,rw,2.5,.7941432317342754,.7804516333468037,.8080750242073177,
Kidney and renal pelvis,Male,65-74,rw,2.55,.790690792703089,.7768839162002177,.8047430467131917,
Kidney and renal pelvis,Male,65-74,rw,2.5999999,.787259604105971,.7733388603846094,.8014309328110736,
Kidney and renal pelvis,Male,65-74,rw,2.6500001,.783849363520922,.7698160695322315,.7981384762018525,
Kidney and renal pelvis,Male,65-74,rw,2.7,.7804598185451379,.7663151801419525,.7948655385512217,
Kidney and renal pelvis,Male,65-74,rw,2.75,.7770906748043797,.7628357813003257,.7916119454157915,
Kidney and renal pelvis,Male,65-74,rw,2.8,.7737416629668019,.7593774906566126,.7883775439445452,
Kidney and renal pelvis,Male,65-74,rw,2.8499999,.7704125219902498,.7559399377218433,.7851621860700991,
Kidney and renal pelvis,Male,65-74,rw,2.9000001,.7671029829752052,.7525227476814869,.7819657124019914,
Kidney and renal pelvis,Male,65-74,rw,2.95,.7638128318100341,.7491256064592393,.7787880123270188,
Kidney and renal pelvis,Male,65-74,rw,3,.7605418141261413,.7457481628741714,.7756289318970515,
Kidney and renal pelvis,Male,65-74,rw,3.05,.757186908369296,.7422893890644411,.7723834162959852,
Kidney and renal pelvis,Male,65-74,rw,3.0999999,.753851606981613,.7388506342285842,.7691571462777457,
Kidney and renal pelvis,Male,65-74,rw,3.1500001,.7505356667679406,.73543157331517,.7659499639803915,
Kidney and renal pelvis,Male,65-74,rw,3.2,.7472388979554514,.7320319413791966,.7627617581354157,
Kidney and renal pelvis,Male,65-74,rw,3.25,.7439610690596183,.7286514354935996,.7595923720391708,
Kidney and renal pelvis,Male,65-74,rw,3.3,.7407019699712126,.7252897797653878,.756441664594675,
Kidney and renal pelvis,Male,65-74,rw,3.3499999,.7374613958628309,.7219467086819851,.7533094947975151,
Kidney and renal pelvis,Male,65-74,rw,3.4000001,.7342391316450289,.7186219509864334,.7501957067952459,
Kidney and renal pelvis,Male,65-74,rw,3.45,.7310350131285998,.7153152926821281,.7471001890874074,
Kidney and renal pelvis,Male,65-74,rw,3.5,.7278488346385187,.7120264815854116,.7440227853675714,
Kidney and renal pelvis,Male,65-74,rw,3.55,.7246804103726149,.708755290495805,.740963353953165,
Kidney and renal pelvis,Male,65-74,rw,3.5999999,.7215295588161101,.7055015009675535,.7379217528685506,
Kidney and renal pelvis,Male,65-74,rw,3.6500001,.7183960876737604,.7022648875863905,.7348978254611612,
Kidney and renal pelvis,Male,65-74,rw,3.7,.7152798533940665,.6990452792922153,.7318914580032054,
Kidney and renal pelvis,Male,65-74,rw,3.75,.7121806713710946,.6958424664554954,.7289024932010565,
Kidney and renal pelvis,Male,65-74,rw,3.8,.7090983756497435,.6926562623706594,.7259307879902365,
Kidney and renal pelvis,Male,65-74,rw,3.8499999,.7060328038074679,.6894864874665615,.7229761991186372,
Kidney and renal pelvis,Male,65-74,rw,3.9000001,.7029837823260613,.6863329539985191,.7200385692314016,
Kidney and renal pelvis,Male,65-74,rw,3.95,.6999511845455233,.6831955258167403,.717117782879187,
Kidney and renal pelvis,Male,65-74,rw,4,.696934843316005,.6800740278492776,.7142136825368552,
Kidney and renal pelvis,Male,65-74,rw,4.0500002,.6938311248017305,.6768674561460493,.7112199373340257,
Kidney and renal pelvis,Male,65-74,rw,4.0999999,.690744345959179,.6736775235142346,.7082435361441778,
Kidney and renal pelvis,Male,65-74,rw,4.1500001,.687674296190567,.6705040182314079,.7052842709109362,
Kidney and renal pelvis,Male,65-74,rw,4.1999998,.6846208851833299,.66734685517194,.7023420471629336,
Kidney and renal pelvis,Male,65-74,rw,4.25,.6815839085845364,.6642058334243849,.69941665830651,
Kidney and renal pelvis,Male,65-74,rw,4.3000002,.6785632521463598,.6610808471968739,.6965079825196026,
Kidney and renal pelvis,Male,65-74,rw,4.3499999,.6755588035809899,.6579717945615677,.6936158979274818,
Kidney and renal pelvis,Male,65-74,rw,4.4000001,.6725703672209897,.6548784889613055,.6907402006458404,
Kidney and renal pelvis,Male,65-74,rw,4.4499998,.6695978641289491,.6518008661652608,.6878807975262353,
Kidney and renal pelvis,Male,65-74,rw,4.5,.6666411040180595,.6487387480515798,.6850374868175488,
Kidney and renal pelvis,Male,65-74,rw,4.5500002,.6636999839974695,.6456920482322897,.6822101495042276,
Kidney and renal pelvis,Male,65-74,rw,4.5999999,.6607744027881628,.64266068314504,.6793986668724111,
Kidney and renal pelvis,Male,65-74,rw,4.6500001,.6578641776266027,.6396444858002767,.6766028408153268,
Kidney and renal pelvis,Male,65-74,rw,4.6999998,.6549692391402157,.6366434076083357,.6738225812020427,
Kidney and renal pelvis,Male,65-74,rw,4.75,.652089409249868,.6336572880887718,.6710576926186492,
Kidney and renal pelvis,Male,65-74,rw,4.8000002,.6492245947353884,.6306860554141025,.6683080603908094,
Kidney and renal pelvis,Male,65-74,rw,4.8499999,.6463747037103431,.6277296397555381,.6655735704296857,
Kidney and renal pelvis,Male,65-74,rw,4.9000001,.6435395646766582,.6247878891919872,.6628540316935676,
Kidney and renal pelvis,Male,65-74,rw,4.9499998,.6407191163732437,.6218607665848059,.6601493584177186,
Kidney and renal pelvis,Male,65-74,rw,5,.6379131914185471,.6189481250055745,.6574593626600467,
Kidney and renal pelvis,Male,65-74,tce,0,0,0,0,546
